Timestamp,Relative_Time,frequency,flow_rate,Valve_KNOPKA_state
2025-01-12 20:54:08.090,44.517,75.27287,0.002222222,1
2025-01-12 20:54:08.090,44.517,95.3307,0.002222222,1
2025-01-12 20:54:08.192,44.619,101.625,0.002222222,1
2025-01-12 20:54:08.393,44.821,85.54905,0.002222222,1
2025-01-12 20:54:08.496,44.924,78.33675,0.002222222,1
2025-01-12 20:54:08.710,45.138,74.90076,0.002222222,1
2025-01-12 20:54:08.815,45.242,74.32899,0.002222222,1
2025-01-12 20:54:09.021,45.448,76.7389,0.002222222,1
2025-01-12 20:54:09.135,45.563,76.32423,0.002222222,1
2025-01-12 20:54:09.244,45.671,76.32423,0.1444445,1
2025-01-12 20:54:09.244,45.672,76.39244,0.1444445,1
2025-01-12 20:54:09.461,45.889,75.52299,0.1444445,1
2025-01-12 20:54:09.570,45.998,73.97161,0.1444445,1
2025-01-12 20:54:09.787,46.215,71.95229,0.1444445,1
2025-01-12 20:54:09.896,46.324,74.13668,0.1444445,1
2025-01-12 20:54:10.006,46.433,71.9875,0.1444445,1
2025-01-12 20:54:10.220,46.648,71.42806,0.1444445,1
2025-01-12 20:54:10.328,46.756,70.84612,0.1444445,1
2025-01-12 20:54:10.438,46.865,70.84612,0.1422222,1
2025-01-12 20:54:10.546,46.974,72.38718,0.1422222,1
2025-01-12 20:54:10.656,47.083,73.30196,0.1422222,1
2025-01-12 20:54:10.870,47.297,70.53778,0.1422222,1
2025-01-12 20:54:10.980,47.407,72.17663,0.1422222,1
2025-01-12 20:54:11.197,47.625,75.62524,0.1422222,1
2025-01-12 20:54:11.305,47.732,75.59322,0.1422222,1
2025-01-12 20:54:11.413,47.841,76.0676,0.1422222,1
2025-01-12 20:54:11.630,48.057,76.6354,0.1422222,1
2025-01-12 20:54:11.630,48.057,76.6354,0.1422222,1
2025-01-12 20:54:11.738,48.166,76.55209,0.1422222,1
2025-01-12 20:54:11.847,48.275,77.01253,0.1422222,1
2025-01-12 20:54:12.066,48.494,75.2757,0.1422222,1
2025-01-12 20:54:12.176,48.604,76.17017,0.1422222,1
2025-01-12 20:54:12.283,48.711,75.66185,0.1422222,1
2025-01-12 20:54:12.499,48.927,79.66985,0.1422222,1
2025-01-12 20:54:12.608,49.035,75.69335,0.1422222,1
2025-01-12 20:54:12.716,49.144,78.29934,0.1422222,1
2025-01-12 20:54:12.825,49.252,78.29934,0.14,1
2025-01-12 20:54:12.934,49.361,76.27299,0.14,1
2025-01-12 20:54:13.039,49.467,76.66302,0.14,1
2025-01-12 20:54:13.260,49.688,80.39878,0.14,1
2025-01-12 20:54:13.368,49.795,77.96603,0.14,1
2025-01-12 20:54:13.587,50.015,77.1349,0.14,1
2025-01-12 20:54:13.696,50.124,78.70174,0.14,1
2025-01-12 20:54:13.805,50.233,77.58012,0.14,1
2025-01-12 20:54:13.914,50.341,80.78262,0.14,1
2025-01-12 20:54:14.025,50.453,80.78262,0.1444445,1
2025-01-12 20:54:14.132,50.56,79.64066,0.1444445,1
2025-01-12 20:54:14.242,50.669,79.00642,0.1444445,1
2025-01-12 20:54:14.351,50.778,77.90832,0.1444445,1
2025-01-12 20:54:14.570,50.997,82.53276,0.1444445,1
2025-01-12 20:54:14.665,51.092,82.53276,0.1444445,0
2025-01-12 20:54:14.673,51.101,82.33705,0.1444445,0
2025-01-12 20:54:14.787,51.214,80.84074,0.1444445,0
2025-01-12 20:54:14.896,51.323,79.56652,0.1444445,0
2025-01-12 20:54:15.113,51.541,82.50825,0.1444445,0
2025-01-12 20:54:15.221,51.649,83.1352,0.1444445,0
2025-01-12 20:54:15.330,51.758,83.1352,0.1622222,0
2025-01-12 20:54:15.330,51.758,79.73782,0.1622222,0
2025-01-12 20:54:15.549,51.976,82.5314,0.1622222,0
2025-01-12 20:54:15.656,52.084,83.54498,0.1622222,0
2025-01-12 20:54:15.765,52.192,80.04995,0.1622222,0
2025-01-12 20:54:15.981,52.409,79.80273,0.1622222,0
2025-01-12 20:54:16.089,52.517,83.28336,0.1622222,0
2025-01-12 20:54:16.198,52.626,80.11665,0.1622222,0
2025-01-12 20:54:16.415,52.843,80.60811,0.1622222,0
2025-01-12 20:54:16.415,52.843,80.60811,0.1488889,0
2025-01-12 20:54:16.526,52.954,81.4193,0.1488889,0
2025-01-12 20:54:16.631,53.059,80.63801,0.1488889,0
2025-01-12 20:54:16.849,53.277,83.48918,0.1488889,0
2025-01-12 20:54:16.957,53.385,81.17542,0.1488889,0
